Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
PEC Zwolle,2.48,2.71,-0.23,1.89,2.65,-0.76,0.6,0.06,0.54,2.48,2.71,-0.23,2,2,0,0.23,48.5,48.11,46.68,0.53,0.6,176,12,15,16,28.3,26.67,13.68,5,6,15,5,10,68.3,38.83,51.2,52.28,90.67,44.41,1,PEC Zwolle 2-2 Excelsior,2026-04-12
Feyenoord,1.92,2.03,-0.11,1.83,1.49,0.34,0.1,0.54,-0.44,1.92,2.03,-0.11,1,1,0,0.11,41.6,37.32,42.84,0.4,0.92,114,6,13,15,32.5,16.3,6.67,6,3,5,1,14,69.3,29.25,56.53,71.44,84.83,47.09,0,NEC 1-1 Feyenoord,2026-04-12
NEC,2.03,1.92,0.11,1.49,1.83,-0.34,0.54,0.1,0.44,2.03,1.92,0.11,1,1,0,-0.11,58.4,62.68,49.55,0.92,0.4,208,16,15,13,16.3,32.5,7.2,3,6,18,4,17,167.6,70.75,22.6,28.56,95.3,52.91,0,NEC 1-1 Feyenoord,2026-04-12
NAC Breda,1.1,1.66,-0.56,1.0,1.65,-0.65,0.1,0.02,0.08,1.1,1.66,-0.56,1,1,0,0.56,57.3,53.54,47.8,0.82,0.85,230,11,14,10,17.07,11.76,11.35,2,3,28,8,12,79.8,61.29,19.47,22.29,47.2,37.34,2,Fortuna Sittard 1-1 NAC Breda,2026-04-12
Fortuna Sittard,1.66,1.1,0.56,1.65,1.0,0.65,0.02,0.1,-0.08,1.66,1.1,0.56,1,1,0,-0.56,42.7,46.46,49.5,0.85,0.82,188,7,10,14,11.76,17.07,11.79,3,2,16,5,11,50.4,38.71,67.87,77.71,79.2,62.66,0,Fortuna Sittard 1-1 NAC Breda,2026-04-12
Ajax,2.62,0.9,1.72,2.6,0.44,2.16,0.01,0.46,-0.45,2.62,0.9,1.72,3,0,3,1.28,60.5,55.48,46.92,0.85,0.31,243,17,18,14,21.18,45.16,9.81,4,6,10,5,4,172.4,70.98,20.53,16.35,135.27,71.81,0,Heracles 0-3 Ajax,2026-04-11
Heracles,0.9,2.62,-1.72,0.44,2.6,-2.16,0.46,0.01,0.45,0.9,2.62,-1.72,0,3,-3,-1.28,39.5,44.52,49.01,0.31,0.85,173,8,14,18,45.16,21.18,13.09,6,4,31,7,10,70.5,29.02,105.07,83.65,53.1,28.19,1,Heracles 0-3 Ajax,2026-04-11
Go Ahead Eagles,1.2,2.06,-0.86,1.18,1.69,-0.51,0.02,0.37,-0.35,1.2,2.06,-0.86,0,0,0,0.86,45.9,42.12,44.94,0.94,1.33,163,10,10,24,10.64,18.05,35.55,1,5,25,5,5,41.1,18.88,47.0,56.35,37.2,18.67,1,Groningen 0-0 Go Ahead Eagles,2026-04-11
Groningen,2.06,1.2,0.86,1.69,1.18,0.51,0.37,0.02,0.35,2.06,1.2,0.86,0,0,0,-0.86,54.1,57.88,49.53,1.33,0.94,266,19,24,10,18.05,10.64,19.06,5,1,19,8,5,176.6,81.12,36.4,43.65,162.1,81.33,1,Groningen 0-0 Go Ahead Eagles,2026-04-11
PSV,3.0,1.27,1.73,2.92,1.27,1.65,0.08,0.0,0.08,3.0,1.27,1.73,2,0,2,0.27,61.5,65.44,50.24,1.68,0.7,318,24,18,9,10.71,12.86,10.03,8,6,23,5,12,198.4,82.8,28.27,22.77,166.13,75.08,0,Sparta Rotterdam 0-2 PSV,2026-04-11
Sparta Rotterdam,1.27,3.0,-1.73,1.27,2.92,-1.65,0.0,0.08,-0.08,1.27,3.0,-1.73,0,2,-2,-0.27,38.5,34.56,44.22,0.7,1.68,149,14,9,18,12.86,10.71,19.33,6,8,14,2,6,41.2,17.2,95.87,77.23,55.13,24.92,1,Sparta Rotterdam 0-2 PSV,2026-04-11
